2013-12-31;2013358;988;
2013-12-30;2013357;154;
2013-12-29;2013356;800;
2013-12-28;2013355;030;
2013-12-27;2013354;997;
2013-12-26;2013353;589;
2013-12-25;2013352;454;
2013-12-24;2013351;211;
2013-12-23;2013350;052;
2013-12-22;2013349;833;
2013-12-21;2013348;566;
2013-12-20;2013347;797;
2013-12-19;2013346;767;
2013-12-18;2013345;067;
2013-12-17;2013344;110;
2013-12-16;2013343;661;
2013-12-15;2013342;254;
2013-12-14;2013341;156;
2013-12-13;2013340;414;
2013-12-12;2013339;958;
2013-12-11;2013338;549;
2013-12-10;2013337;326;
2013-12-09;2013336;166;
2013-12-08;2013335;852;
2013-12-07;2013334;439;
2013-12-06;2013333;665;
2013-12-05;2013332;726;
2013-12-04;2013331;189;
2013-12-03;2013330;893;
2013-12-02;2013329;358;
2013-12-01;2013328;901;
2013-11-30;2013327;775;
2013-11-29;2013326;331;
2013-11-28;2013325;775;
2013-11-27;2013324;169;
2013-11-26;2013323;525;
2013-11-25;2013322;157;
2013-11-24;2013321;800;
2013-11-23;2013320;388;
2013-11-22;2013319;918;
2013-11-21;2013318;780;
2013-11-20;2013317;455;
2013-11-19;2013316;832;
2013-11-18;2013315;497;
2013-11-17;2013314;700;
2013-11-16;2013313;713;
2013-11-15;2013312;469;
2013-11-14;2013311;694;
2013-11-13;2013310;873;
2013-11-12;2013309;308;
2013-11-11;2013308;257;
2013-11-10;2013307;598;
2013-11-09;2013306;120;
2013-11-08;2013305;238;
2013-11-07;2013304;014;
2013-11-06;2013303;820;
2013-11-05;2013302;316;
2013-11-04;2013301;376;
2013-11-03;2013300;192;
2013-11-02;2013299;087;
2013-11-01;2013298;337;
2013-10-31;2013297;389;
2013-10-30;2013296;557;
2013-10-29;2013295;820;
2013-10-28;2013294;732;
2013-10-27;2013293;421;
2013-10-26;2013292;949;
2013-10-25;2013291;556;
2013-10-24;2013290;663;
2013-10-23;2013289;607;
2013-10-22;2013288;926;
2013-10-21;2013287;909;
2013-10-20;2013286;247;
2013-10-19;2013285;571;
2013-10-18;2013284;854;
2013-10-17;2013283;314;
2013-10-16;2013282;901;
2013-10-15;2013281;997;
2013-10-14;2013280;575;
2013-10-13;2013279;900;
2013-10-12;2013278;393;
2013-10-11;2013277;453;
2013-10-10;2013276;845;
2013-10-09;2013275;165;
2013-10-08;2013274;695;
2013-10-07;2013273;418;
2013-10-06;2013272;690;
2013-10-05;2013271;791;
2013-10-04;2013270;253;
2013-10-03;2013269;305;
2013-10-02;2013268;831;
2013-10-01;2013267;915;
2013-09-30;2013266;926;
2013-09-29;2013265;821;
2013-09-28;2013264;035;
2013-09-27;2013263;521;
2013-09-26;2013262;433;
2013-09-25;2013261;563;
2013-09-24;2013260;854;
2013-09-23;2013259;044;
2013-09-22;2013258;930;
2013-09-21;2013257;627;
2013-09-20;2013256;286;
2013-09-19;2013255;015;
2013-09-18;2013254;838;
2013-09-17;2013253;687;
2013-09-16;2013252;978;
2013-09-15;2013251;659;
2013-09-14;2013250;714;
2013-09-13;2013249;690;
2013-09-12;2013248;477;
2013-09-11;2013247;673;
2013-09-10;2013246;274;
2013-09-09;2013245;304;
2013-09-08;2013244;642;
2013-09-07;2013243;481;
2013-09-06;2013242;511;
2013-09-05;2013241;866;
2013-09-04;2013240;751;
2013-09-03;2013239;692;
2013-09-02;2013238;695;
2013-09-01;2013237;682;
2013-08-31;2013236;557;
2013-08-30;2013235;909;
2013-08-29;2013234;565;
2013-08-28;2013233;422;
2013-08-27;2013232;647;
2013-08-26;2013231;059;
2013-08-25;2013230;452;
2013-08-24;2013229;290;
2013-08-23;2013228;756;
2013-08-22;2013227;559;
2013-08-21;2013226;083;
2013-08-20;2013225;952;
2013-08-19;2013224;000;
2013-08-18;2013223;571;
2013-08-17;2013222;605;
2013-08-16;2013221;609;
2013-08-15;2013220;300;
2013-08-14;2013219;527;
2013-08-13;2013218;147;
2013-08-12;2013217;898;
2013-08-11;2013216;005;
2013-08-10;2013215;541;
2013-08-09;2013214;779;
2013-08-08;2013213;338;
2013-08-07;2013212;143;
2013-08-06;2013211;734;
2013-08-05;2013210;539;
2013-08-04;2013209;562;
2013-08-03;2013208;421;
2013-08-02;2013207;959;
2013-08-01;2013206;173;
2013-07-31;2013205;843;
2013-07-30;2013204;499;
2013-07-29;2013203;031;
2013-07-28;2013202;137;
2013-07-27;2013201;228;
2013-07-26;2013200;468;
2013-07-25;2013199;661;
2013-07-24;2013198;553;
2013-07-23;2013197;280;
2013-07-22;2013196;666;
2013-07-21;2013195;500;
2013-07-20;2013194;508;
2013-07-19;2013193;775;
2013-07-18;2013192;556;
2013-07-17;2013191;473;
2013-07-16;2013190;157;
2013-07-15;2013189;295;
2013-07-14;2013188;654;
2013-07-13;2013187;266;
2013-07-12;2013186;592;
2013-07-11;2013185;286;
2013-07-10;2013184;829;
2013-07-09;2013183;452;
2013-07-08;2013182;658;
2013-07-07;2013181;153;
2013-07-06;2013180;669;
2013-07-05;2013179;511;
2013-07-04;2013178;624;
2013-07-03;2013177;396;
2013-07-02;2013176;641;
2013-07-01;2013175;652;
2013-06-30;2013174;261;
2013-06-29;2013173;384;
2013-06-28;2013172;219;
2013-06-27;2013171;027;
2013-06-26;2013170;478;
2013-06-25;2013169;273;
2013-06-24;2013168;844;
2013-06-23;2013167;341;
2013-06-22;2013166;444;
2013-06-21;2013165;581;
2013-06-20;2013164;951;
2013-06-19;2013163;142;
2013-06-18;2013162;199;
2013-06-17;2013161;133;
2013-06-16;2013160;036;
2013-06-15;2013159;554;
2013-06-14;2013158;470;
2013-06-13;2013157;588;
2013-06-12;2013156;128;
2013-06-11;2013155;096;
2013-06-10;2013154;954;
2013-06-09;2013153;270;
2013-06-08;2013152;438;
2013-06-07;2013151;876;
2013-06-06;2013150;036;
