2012-12-31;2012359;146;
2012-12-30;2012358;012;
2012-12-29;2012357;111;
2012-12-28;2012356;462;
2012-12-27;2012355;369;
2012-12-26;2012354;183;
2012-12-25;2012353;469;
2012-12-24;2012352;944;
2012-12-23;2012351;992;
2012-12-22;2012350;896;
2012-12-21;2012349;041;
2012-12-20;2012348;821;
2012-12-19;2012347;419;
2012-12-18;2012346;437;
2012-12-17;2012345;390;
2012-12-16;2012344;488;
2012-12-15;2012343;722;
2012-12-14;2012342;492;
2012-12-13;2012341;472;
2012-12-12;2012340;654;
2012-12-11;2012339;274;
2012-12-10;2012338;331;
2012-12-09;2012337;462;
2012-12-08;2012336;557;
2012-12-07;2012335;893;
2012-12-06;2012334;524;
2012-12-05;2012333;025;
2012-12-04;2012332;822;
2012-12-03;2012331;089;
2012-12-02;2012330;219;
2012-12-01;2012329;611;
2012-11-30;2012328;814;
2012-11-29;2012327;446;
2012-11-28;2012326;896;
2012-11-27;2012325;104;
2012-11-26;2012324;888;
2012-11-25;2012323;899;
2012-11-24;2012322;176;
2012-11-23;2012321;133;
2012-11-22;2012320;009;
2012-11-21;2012319;051;
2012-11-20;2012318;836;
2012-11-19;2012317;177;
2012-11-18;2012316;708;
2012-11-17;2012315;007;
2012-11-16;2012314;624;
2012-11-15;2012313;138;
2012-11-14;2012312;056;
2012-11-13;2012311;644;
2012-11-12;2012310;644;
2012-11-11;2012309;287;
2012-11-10;2012308;299;
2012-11-09;2012307;687;
2012-11-08;2012306;337;
2012-11-07;2012305;721;
2012-11-06;2012304;419;
2012-11-05;2012303;585;
2012-11-04;2012302;343;
2012-11-03;2012301;579;
2012-11-02;2012300;954;
2012-11-01;2012299;087;
2012-10-31;2012298;833;
2012-10-30;2012297;814;
2012-10-29;2012296;489;
2012-10-28;2012295;295;
2012-10-27;2012294;137;
2012-10-26;2012293;086;
2012-10-25;2012292;203;
2012-10-24;2012291;021;
2012-10-23;2012290;974;
2012-10-22;2012289;884;
2012-10-21;2012288;576;
2012-10-20;2012287;231;
2012-10-19;2012286;044;
2012-10-18;2012285;605;
2012-10-17;2012284;560;
2012-10-16;2012283;154;
2012-10-15;2012282;010;
2012-10-14;2012281;096;
2012-10-13;2012280;063;
2012-10-12;2012279;954;
2012-10-11;2012278;663;
2012-10-10;2012277;911;
2012-10-09;2012276;179;
2012-10-08;2012275;361;
2012-10-07;2012274;567;
2012-10-06;2012273;706;
2012-10-05;2012272;973;
2012-10-04;2012271;656;
2012-10-03;2012270;521;
