2015-12-31;2015358;009;
2015-12-30;2015357;432;
2015-12-29;2015356;397;
2015-12-28;2015355;871;
2015-12-27;2015354;391;
2015-12-26;2015353;349;
2015-12-25;2015352;918;
2015-12-24;2015351;974;
2015-12-23;2015350;813;
2015-12-22;2015349;750;
2015-12-21;2015348;878;
2015-12-20;2015347;145;
2015-12-19;2015346;701;
2015-12-18;2015345;293;
2015-12-17;2015344;253;
2015-12-16;2015343;580;
2015-12-15;2015342;596;
2015-12-14;2015341;664;
2015-12-13;2015340;828;
2015-12-12;2015339;997;
2015-12-11;2015338;909;
2015-12-10;2015337;913;
2015-12-09;2015336;658;
2015-12-08;2015335;562;
2015-12-07;2015334;052;
2015-12-06;2015333;388;
2015-12-05;2015332;690;
2015-12-04;2015331;780;
2015-12-03;2015330;056;
2015-12-02;2015329;675;
2015-12-01;2015328;497;
2015-11-30;2015327;429;
2015-11-29;2015326;875;
2015-11-28;2015325;929;
2015-11-27;2015324;793;
2015-11-26;2015323;169;
2015-11-25;2015322;644;
2015-11-24;2015321;836;
2015-11-23;2015320;884;
2015-11-22;2015319;619;
2015-11-21;2015318;349;
2015-11-20;2015317;812;
2015-11-19;2015316;021;
2015-11-18;2015315;750;
2015-11-17;2015314;065;
2015-11-16;2015313;555;
2015-11-15;2015312;435;
2015-11-14;2015311;233;
2015-11-13;2015310;257;
2015-11-12;2015309;003;
2015-11-11;2015308;379;
2015-11-10;2015307;069;
2015-11-09;2015306;217;
2015-11-08;2015305;549;
2015-11-07;2015304;271;
2015-11-06;2015303;441;
2015-11-05;2015302;642;
2015-11-04;2015301;449;
2015-11-03;2015300;845;
2015-11-02;2015299;627;
2015-11-01;2015298;594;
2015-10-31;2015297;440;
2015-10-30;2015296;905;
2015-10-29;2015295;305;
2015-10-28;2015294;041;
2015-10-27;2015293;432;
2015-10-26;2015292;296;
2015-10-25;2015291;120;
2015-10-24;2015290;064;
2015-10-23;2015289;529;
2015-10-22;2015288;842;
2015-10-21;2015287;050;
2015-10-20;2015286;074;
2015-10-19;2015285;421;
2015-10-18;2015284;632;
2015-10-17;2015283;234;
2015-10-16;2015282;492;
2015-10-15;2015281;090;
